0004000000030500	ASSJ	スーパーストリートファイターIV 3D EDITION
00040000000C2D00	AQ7E	HarmoKnight™
00040000000C8700	JHSE	Kersploosh!™
000400000006DC00	JHPJ	ARC STYLE: ハッピーオーシャン
00040000000BD700	TB9J	熱血高校ドッジボール部
00040000000BBA00	GATP	Sonic the Hedgehog™
000400000008CA00	APOP	Petz® Countryside
00040000000A5B00	ASLP	Scribblenauts™ Unlimited
00040000000C2E00	AQ7P	HarmoKnight™
00040000000CD200	AQRP	The Croods: Prehistoric Party!
00040000000B7600	AHKP	Around the World with Hello Kitty and Friends
0004000000076500	AGGP	Luigi’s Mansion™ 2
00040000000A2E00	JK3P	Family Tennis 3D
000400000009CA00	JWRE	ATV Wild Ride 3D
00040000000BB100	JVYP	Viking Invasion 2 - Tower Defense
00040000000D8B00	JDDJ	きょうりゅうペット3D
00040000000C0300	APTJ	プリティーリズム マイ☆デコレインボーウエディング
000400000009C000	AMTP	Shin Megami Tensei: Devil Survivor Overclocked
00040000000CC500	JGWE	Dillon's Rolling Western™ The Last Ranger
0004000000099E00	QATP	Legend of the River King™
00040000000ABC00	QATD	Legend of the River King™
00040000000C0400	JLME	Lola's Math Train
00040000000D7700	AJ5Z	Jewel Master Atlantis 3D
00040000000D9300	MBFP	The Beet Party:  Beet Poets
00040000000D9500	MBHP	The Beet Party: Call Me Aneek Neek
00040000000C0700	JSHP	3D Space Harrier
0004000000084E00	ASEP	Secrets of the Titanic 1912-2012
000400000009B900	GAPP	G-LOC™: Air Battle
0004000000088500	GADP	Sonic Drift 2
00040000000C6500	AFUJ	初心者から日本一まで そろばん･あんざん･フラッシュ暗算
00040000000C9A00	JLMJ	ローラのさんすうでんしゃ
00040000000ADF00	JAEP	Alien Chaos 3D
0004000E00086200	EGDJ	更新データ Ver. 1.1 とびだせ どうぶつの森
00040000000B9B00	AQRE	The Croods: Prehistoric Party!
00040000000AAB00	AH5E	Monster High™: Skultimate Roller Maze™
00040000000B9E00	JNAE	Nano Assault EX
00040000000BBB00	GAUP	Sonic the Hedgehog 2
00040000000D9400	MBGP	The Beet Party: Unidentified Flying Waffle
00040000000AC700	AVGJ	カードファイト!! ヴァンガード ライド トゥ ビクトリー!!
00040000000D8C00	JUKJ	@SIMPLE DLシリーズ Vol.10 THE 浮気彼氏 ～クリスマス中止のお知らせ～
00040000000DB000	JN3J	マル合!3D ナナミと一緒に学ぼ! English上達のコツ 理論編
00040000000DB100	JNMJ	マル合!3D ナナミと一緒に学ぼ! TOEIC® TEST対策編
00040000000D4100	AL3J	Farming Simulator 3D ポケット農園
0004000E000C1C00	APIJ	更新データ Ver. 1.1 オシャレで かわいい 子犬と遊ぼ!-海編-
00040000000BD900	TCAJ	すごろクエスト ダイスの戦士たち
00040000000BDE00	TCDJ	ドラゴンバスター
000400000008C500	EC6J	トモダチコレクション 新生活
00040000000B9100	AGAW	瑪利歐網球 公開賽
0004000000071400	TASJ	ワリオの森
000400000008F600	NAAJ	トモダチコレクション 新生活 Mii引越しソフト
00040000000A0D00	TBCE	Mega Man™ 3
00040000000AD500	AA8E	LEGO® City Undercover: The Chase Begins
00040000000C1300	GAVJ	テイルスアドベンチャー
0004000E00086500	EGDK	업데이트 데이터 Ver. 1.1 튀어나와요 동물의 숲 
00040000000A4700	TBJP	Donkey Kong™
00040000000AD600	AA8P	LEGO® City Undercover The Chase Begins
00040000000C5200	JRFP	Reel Fishing® 3D Paradise Mini
000400000009E300	TBAP	Super C
00040000000D4800	AAPP	Mein Reiterhof 3D –  Im Galopp ins Abenteuer
00040000000D7B00	JHAJ	3D スーパーハングオン
00040000000DBB00	AAXJ	Starry☆Sky～in Spring～3D
00040000000D8700	JFDJ	砕魂 ～さいたま～
00040000000BDA00	TCBJ	ドラキュラⅡ 呪いの封印
00040000000D4300	AFZJ	キッパーのえいご教室 Floppy's Phonics vol.1 キッパー編
00040000000D4200	AX2J	キッパーのえいご教室 Floppy's Phonics vol.2 ビフ編
00040000000D4400	AX3J	キッパーのえいご教室 Floppy's Phonics vol.3 チップ編
00040000000BF300	AF6E	50 Classic Games 3D
00040000000D2400	JWHP	Witch & Hero
0004000000099C00	QASP	Harvest Moon GBC
00040000000ABA00	QASD	Harvest Moon GBC
00040000000D8300	JM7J	@SIMPLE DLシリーズ Vol.9 THE 密室からの脱出 ～テレビ局密着24時編～
00040000000C7300	JS7A	Save Data Transfer Tool
00040000000C6F00	JMUE	Monster Hunter 3 Ultimate Data Transfer Program
00040000000CA200	TCGJ	ファイアーエムブレム 外伝
00040000000CF200	JHEJ	毎度 へぼ将棋
00040000000CA800	TCLJ	熱血硬派くにおくん
00040000000CB500	AC7P	Code of Princess
00040000000DAF00	JUSJ	@SIMPLE DLシリーズ Vol.11 THE 浮気彼氏～家政婦が見た浮気現場～
00040000000C1D00	APOJ	オシャレでかわいい 子犬と遊ぼ!-街編-
00040000000C5700	ARHZ	Real Heroes: Firefighter 3D
00040000000D5100	BKNJ	名探偵コナン マリオネット交響曲
00040000000CC000	AYTJ	ドンキーコング リターンズ 3D
0004000000099D00	QATE	Legend of the River King™
00040000000CA300	TCHJ	デビルワールド
00040000000A0E00	TBCP	Mega Man™ 3
00040000000CAB00	TCPJ	スカイキッド
00040000000CAE00	TCQJ	リップルアイランド
000400000009DB00	TA8E	Castlevania®
0004000000086300	EGDE	Animal Crossing™: New Leaf
00040000000C5600	AHQE	Shin Megami Tensei®: Devil Summoner®: Soul Hackers
00040000000B6100	TB5J	ファミコン探偵倶楽部 消えた後継者(前後編)
00040000000BD200	TB8J	ファミコン探偵倶楽部 PARTⅡ うしろに立つ少女(前後編)
00040000000E9700	JAYJ	ニコリのパズル ヤジリン
00040000000CA600	TCKJ	高橋名人の冒険島Ⅱ
00040000000E8C00	JWHJ	魔女と勇者
0004000000087E00	JSUE	Soccer Up 3D
00040000000D0700	JWHE	Witch & Hero
00040000000DAA00	JA6E	Super Little Acorns 3D Turbo
00040000000B8800	AGAK	마리오 테니스 오픈
00040000000D8100	JPXJ	ピックス3D
00040000000D2700	AZLE	Puzzler World 2013
00040000000A3300	JAKE	Mystery Murders: Jack the Ripper
00040000000DAE00	JL8P	Super Little Acorns 3D Turbo
00040000000BA900	APDP	Pokémon™ Mystery Dungeon: Gates to Infinity
00040000000CC600	JGWP	Dillon's Rolling Western™: The Last Ranger
0004000000098400	GASJ	シャイニング･フォース外伝Ⅱ 邪神の覚醒
0004000000094900	TAYJ	グラディウス
00040000000CCF00	AYTP	Donkey Kong™ Country Returns 3D
00040000000D4D00	AAGE	Puzzler Brain Games
00040000000E6000	BMPK	메이플스토리 운명의 소녀
00040000000BB400	MA6P	The Beet Party: UnderWaterMelon
00040000000CCE00	AYTE	Donkey Kong Country™ Returns 3D
00040000000EC900	SPCP	The Legend of Zelda™: 3D Trailer
00040000000DE100	JLMP	Lolas Mathe-Zug
00040000000E9200	JD4J	@SIMPLE DLシリーズ Vol.12 THE 脱出ゲーム ～危険な5つの密室～
00040000000E8900	JABJ	アートオブバランス タッチ!
00040000000D8500	JTMJ	たまご大冒険
00040000000CD700	JT9Z	Bird Mania 3D
00040000000EC600	SPCE	The Legend of Zelda: A Link Between Worlds Download Trailer
00040000000C9D00	JB7E	Mario and Donkey Kong™: Minis on the Move
0004000E000AC700	AVGJ	更新データ Ver. 1.2 カードファイト!! ヴァンガード
00040000000EBF00	SN9J	Nintendo Direct 2013.4.17 神々のトライフォース2
00040000000EC000	SPAJ	Nintendo Direct 2013.4.17 ディズニー マジックキャッスル
00040000000ECA00	SPDJ	3D体験映像2
00040000000A1200	TBDP	Mega Man™ 4
00040000000CBB00	JPDP	Picdun 2: Witch's Curse
00040000000CFB00	AHKZ	Around the World with Hello Kitty and Friends
0004000000098900	JD9P	Cave Story
000400000009B800	GARP	Dr. Robotnik's Mean Bean Machine™
00040000000A1400	TBEP	Mega Man™ 5
0004000E00065E00	AD7J	更新データ Ver. 1.1 ドラゴンクエストⅦ エデンの戦士たち
00040000000DBE00	AT8J	たまごっちの ドキドキ☆ドリームおみせっち
0004000E000C6500	AFUJ	更新データ Ver. 1.1 初心者から日本一まで そろばん･あんざん･フラッシュ暗算
0004000E000D4300	AFZJ	更新データ Ver. 1.1 キッパーのえいご教室 Floppy's Phonics 1 キッパー編
0004000E000D4200	AX2J	更新データ Ver. 1.1 キッパーのえいご教室 Floppy's Phonics 2 ビフ編
0004000E000D4400	AX3J	更新データ Ver. 1.1 キッパーのえいご教室 Floppy's Phonics 3 チップ編
00040000000CAA00	TCNJ	フィールドコンバット
00040000000D2E00	AMHZ	MONSTER HUNTER 3 ULTIMATE
00040000000D4F00	JBZE	BearShark
00040000000CD800	JSXZ	SpeedX 3D
00040000000DB300	JM5J	マル合格! 基本情報技術者試験
0004000000086400	EGDP	Animal Crossing™: New Leaf
00040000000CEE00	JBTE	CRAZY CONSTRUCTION
00040000000BCF00	TB7J	マリオブラザーズ
00040000000C8A00	JAUK	밀고 떨구고
00040000000A1000	TBDE	Mega Man™ 4
00040000000E9900	JHJJ	3D ソニック･ザ･ヘッジホッグ
00040000000CFC00	AGVE	Gummy Bears Magical Medallion
00040000000D6900	AAPE	My Riding Stables 3D - Jumping for the Team
00040000000D8200	JKXJ	コロケス
00040000000D4500	JSRJ	スイートランデブー さるっぱ
00040000000DB200	JMEJ	マル合格! 応用情報技術者試験
00040000000AC900	AKMJ	クマ･トモ
000400000009E700	AC2P	Crash City Mayhem
00040000000D9600	JDMP	THE STARSHIP DAMREY™
00040000000D1800	JBLP	Bloody Vampire
00040000000F1F00	JTRJ	ポケモントレッタラボ メインシステム
0004000000060600	AYMJ	マリオ&ルイージRPG4 ドリームアドベンチャー
00040000000EAF00	JD2P	THE "DENPA" MEN 2: Beyond the Waves
00040000000DD700	AXXP	PROJECT X ZONE
00040000000DBA00	AATJ	キラ★メキ おしゃれサロン! ～わたしのしごとは美容師さん～
00040000000DC600	AWCJ	ぬいぐるみのケーキ屋さん ～魔法のパティシエール～
00040000000E8800	JGCJ	ガンマンストーリー
00040000000CE400	TCXJ	燃えろ!!プロ野球
0004000000058F00	QADE	The Legend of Zelda™: Oracle of Ages™
0004000000058C00	QACE	The Legend of Zelda™: Oracle of Seasons™
00040000000D9900	JDME	THE STARSHIP DAMREY™
00040000000C3300	JD2E	THE "DENPA" MEN 2: Beyond the Waves
00040000000D2F00	JB7P	Mario and Donkey Kong™: Minis on the Move
00040000000E6D00	JSYE	SpeedX 3D Hyper Edition
0004000E000BB800	AETJ	更新データ Ver. 1.1 イナズマイレブン1･2･3!! 円堂守伝説
00040000000E9800	JA7J	3D 獣王記
000400000009BB00	GASP	Shining Force™: The Sword of Hajya
00040000000EDD00	JAMY	Dillon's Rolling Western
00040000000EDC00	JGWZ	Dillon's Rolling Western The Last Ranger
00040000000D0600	JS2E	Swords & Soldiers 3D
00040000000C6400	AXXE	Project X Zone™
00040000000A1300	TBEE	Mega Man™ 5
0004000000099B00	QASE	Harvest Moon®
00040000000D2B00	JA8E	Dress To Play: Magic Bubbles!
00040000000DCB00	GAVP	Tails Adventure™
00040000000D6D00	AMXZ	真・女神轉生Ⅳ (日文版)
0004000E0008C500	EC6J	更新データ Ver. 1.2 トモダチコレクション 新生活
00040000000CDF00	TCUJ	ギャラガ
00040000000CE200	TCVJ	熱血高校ドッジボール部 サッカー編
00040000000C7E00	AB6E	Bowling Bonanza 3D
00040000000B6A00	JT2J	タッチバトル戦車3D-2
0004000000059C00	ABCJ	超速変形ジャイロゼッター アルバロスの翼
00040000000EE600	JEMJ	どぎめぎインリョクちゃん
00040000000AFC00	ADJJ	デジモンワールド Re:Digitize Decode
00040000000D3500	TC3J	ダブルドラゴンⅡ The Revenge
00040000000E8200	JRRP	Groove Heaven
00040000000D1700	JAHP	Air Battle Hockey 3D
00040000000EA800	JSYP	SpeedX 3D Hyper Edition
00040000000CEF00	JS2P	Swords & Soldiers 3D
00040000000E9D00	AZPJ	Starry☆Sky～in Summer～3D
00040000000C0A00	JHAP	3D Super Hang On
000400000006D100	ALXP	Luxor
00040000000E7D00	AZFP	Animal Hospital
00040000000D1E00	JB7J	マリオ AND ドンキーコング ミニミニカーニバル
00040000000CC900	JFRK	어느새 교환 일기
00040000000B6200	AFHE	Fast & Furious™: Showdown
00040000000E6600	JRRE	Groove Heaven
00040000000D1400	AA6P	I Love My Pets
00040000000AF700	APRP	LEGO®  Legends of CHIMA: Laval's Journey
000400000009B600	GANP	Crystal Warriors
00040000000D3F00	ANNJ	忍者じゃじゃ丸くん さくら姫と火竜のひみつ
00040000000E8F00	JS2J	SWORDS & SOLDIERS 3D
00040000000CB700	AL8J	ニンテンドー3DSガイド ルーヴル美術館
00040000000CEC00	AQME	Gummy Bears Mini Golf
00040000000E8500	BT5J	トリコ グルメガバトル!
00040000000CD000	AAEP	Games Festival 1
00040000000C9100	AUFJ	さよなら 海腹川背
00040000000CF800	BSKJ	新･世界樹の迷宮 ミレニアムの少女
00040000000C9400	JTXJ	@SIMPLE DLシリーズ Vol.13 THE タクシー 僕はカリスマ運転手
00040000000D1000	JC4J	peakvox CUBE タクティクス
00040000000E8B00	JXBJ	マル合格! 宅建試験
00040000000CDE00	TCTJ	がんばれゴエモン外伝 きえた黄金キセル
0004000000058D00	QACP	The Legend of Zelda™: Oracle of Seasons
0004000000059000	QADP	The Legend of Zelda™: Oracle of Ages
00040000000CE600	TCYJ	ふぁみこんむかし話 新･鬼ヶ島(前後編)
00040000000C9E00	JPMJ	実写でちびロボ!
00040000000C6800	AG5K	페이퍼 마리오 스티커 스타
0004000E0009C000	AMTP	Shin Megami Tensei: Devil Survivor Overclocked Patch
00040000000CCA00	JFRW	悄悄互動日記
00040000000EC100	SPBJ	MH4&GYAKUTEN5 Direct モンスターハンター4
00040000000D8F00	AGWJ	まめゴマ はっぴー!スイーツファーム
00040000000CF100	JCBJ	CHAIN BLASTER
00040000000EEA00	JETJ	ピクロスe3
00040000000D3C00	QAWJ	マリオテニスGB
00040000000CDA00	TCRJ	クルクルランド
00040000000E6100	JBJZ	Akari by Nikoli
00040000000B8A00	ABEW	New 超級瑪利歐兄弟 2
0004000000078900	AHMJ	おしゃれハムスターと暮らそう いっしょにおでかけ
00040000000D3400	TC2J	イー･アル･カンフー
00040000000D3A00	TC6J	ダウンタウン熱血行進曲 それゆけ大運動会
00040000000D9800	JS4E	BUGS vs. TANKS!™ 
00040000000C2800	JMGE	Mighty Switch Force! 2
00040000000D3B00	TC7J	つっぱり大相撲
00040000000CE300	TCWJ	エスパードリーム
00040000000F3E00	JL8J	スーパーリトルリス3D 
00040000000F3700	JXEJ	マル合格! ケアマネジャー試験
00040000000ECC00	AXXZ	PROJECT X ZONE (英文版)
00040000000F0C00	JDDP	101 DinoPets 3D
00040000000D5C00	AD3Z	3D Game Collection
00040000000D1600	JBGP	Witch's Cat
00040000000C7B00	GATE	Sonic™ the Hedgehog
000400000008BE00	GAEE	Columns™
000400000009C300	GARE	Dr. Robotnik's Mean Bean Machine
000400000009C500	GASE	Shining Force™: Sword of Hajya
0004000000055D00	EKJA	Pokémon™ X
00040000000E5D00	JEXE	PICROSS e
00040000000D6600	JBXE	Big Bass Arcade: No Limit
00040000000F0900	AXXY	PROJECT CROSS ZONE
00040000000B8C00	JS3P	The Phantom Thief Stina and 30 Jewels
00040000000A1700	TBFP	Mega Man™ 6
0004000000055E00	EK2A	Pokémon™ Y
00040000000D5E00	AG8Z	Gardenscapes
0004000E000AF700	APRP	LEGO®  Legends of CHIMA: Laval's Journey Update
0004000E00020800	HMEJ	更新データ Ver. 4.1 すれちがいMii広場
00040000000A6300	TBMP	Super Mario Bros. 2™
00040000000D9000	AYMP	Mario & Luigi™: Dream Team Bros.
00040000000EB300	JA8P	Dress To Play: Magic Bubbles!
00040000000E8600	BPQJ	ドキドキ!プリキュア なりきりライフ!
00040000000D8000	JMSJ	モンスターシューター
00040000000EE700	JDLJ	3D エコー･ザ･ドルフィン
00040000000DA200	JS4P	BUGS vs. TANKS!™ 
00040000000F7300	BSKZ	新・世界樹の迷宮 ミレニアムの少女        (日文版)
000400000007F500	AT8P	URBAN TRIAL FREESTYLE™
00040000000AF800	APRE	LEGO® Legends of Chima: Laval's Journey
00040000000C6B00	JMGP	Mighty Switch Force! 2
00040000000D6F00	AAQP	Mystery Case Files Ravenhearst® 
0004000E00022800	HMEP	StreetPass Mii Plaza Update
00040000000DE900	GAVE	Tails Adventure™
00040000000F5200	JT4J	ゲキヤバランナー
00040000000BAA00	AGKJ	逆転裁判5
00040000000D5D00	AG2Z	3D MahJongg
000400000009CB00	JSUP	Football Up 3D
00040000000A4400	TBHP	Street Gangs
00040000000EB500	ASPJ	スカイランダーズ スパイロの大冒険
00040000000CF400	AYWJ	妖怪ウォッチ
00040000000A1600	TBFE	Mega Man™ 6
00040000000DEB00	TC8J	マッハライダー
000400000009C200	GAJE	Defenders of Oasis™
00040000000D3100	TCZJ	謎の村雨城
0004000000056C00	JKZJ	うごくメモ帳 3D
00040000000C2F00	JMTP	Aqua Moto Racing 3D
00040000000C0600	AL3E	Farming Simulator 3D
00040000000C7400	AT8E	URBAN TRIAL FREESTYLE
00040000000DAD00	ABYP	Barbie™ Groom and Glam Pups™
00040000000DC900	ADSJ	ちび☆デビ!2 ～魔法のゆめえほん～
00040000000D1F00	AECJ	ディズニー エピックミッキー: ミッキーのふしぎな冒険
00040000000D1100	BEAJ	ビーストサーガ 最強激突コロシアム!
00040000000F3900	JXGJ	グレコからの挑戦状! 漢字の館とオバケたち 小学2年生
00040000000F3A00	JXHJ	グレコからの挑戦状! 漢字の館とオバケたち 小学3年生
0004000000095C00	AMQJ	ディズニー マジックキャッスル マイ･ハッピー･ライフ
00040000000F3800	JXFJ	グレコからの挑戦状! 漢字の館とオバケたち 小学1年生
00040000000D3900	TC5J	ダウンタウンスペシャル くにおくんの時代劇だよ全員集合!
00040000000D6100	AM8Z	Mord auf der Titanic
00040000000F3B00	JXJJ	グレコからの挑戦状! 漢字の館とオバケたち 小学4年生
00040000000F3C00	JXKJ	グレコからの挑戦状! 漢字の館とオバケたち 小学5年生
00040000000F3D00	JXLJ	グレコからの挑戦状! 漢字の館とオバケたち 小学6年生
00040000000E7700	JGBE	Gabrielle's Ghostly Groove™ Mini
00040000000C7A00	GAUE	Sonic The Hedgehog 2
000400000009C100	GANE	Crystal Warriors
00040000000DCA00	BDWJ	ダンボール戦機W 超カスタム
00040000000EEF00	JY6J	マル合格! 行政書士試験
00040000000CF000	JB4J	BIT.TRIP SAGA
00040000000E5C00	AMXE	Shin Megami Tensei® IV
00040000000EAD00	AK8E	Kokuga
00040000000DB800	JKRJ	KORG M01D
00040000000BFB00	JZGJ	ゾンゲリボウリング
00040000000A6500	TBNE	Spelunker™
00040000000CB200	ASRW	突破極限 腦的５分鐘魔鬼鍛鍊
000400000004CD00	AC2E	Crash City Mayhem
00040000000F2700	MBJP	Shaun the sheep (episode 1-5)
00040000000D0000	AGGW	路易吉洋樓２
00040000000E5F00	AK8P	Kokuga
00040000000F2800	MBKP	Shaun the Sheep (episode 6-10)
00040000000F2900	MBLP	Shaun the Sheep (episode 11-15)
00040000000F2A00	MBMP	Shaun the Sheep (episode 1-15 + Making of)
00040000000E7500	JKEP	ATTACK OF THE FRIDAY MONSTERS! A TOKYO TALE™
000400000009C600	GAQE	Vampire Master of Darkness
00040000000D8E00	BHPJ	ほっぺちゃん つくって!あそんで! ぷにぷにタウン!!
00040000000E9C00	BLKJ	ファンタジーライフ LINK!
00040000000F7500	AYUJ	おしゃれな仔犬3D
000400000008BD00	GADE	Sonic Drift 2
00040000000C5900	JF4E	Fishdom H2O: Hidden Odyssey
000400000009C400	GAPE	G-LOC Air Battle
0004000000092600	JCKE	Deer Hunting King
0004000E00065000	ASXP	Secret Mysteries in London - Update
00040000000E7E00	AZHP	Mein Westernpferd 3D
00040000000DEE00	TC9J	へべれけ
00040000000CDD00	TCSJ	がんばれゴエモン2
00040000000DF000	TDAJ	バイナリィランド
00040000000DF100	TDBJ	ナッツ&ミルク
00040000000DBC00	BRDJ	ワンピース ROMANCE DAWN 冒険の夜明け
00040000000D1200	AAKJ	獣電戦隊キョウリュウジャー ゲームでガブリンチョ!!
00040000000DC700	AK2J	熱血硬派くにおくんSP 乱闘協奏曲
00040000000D8800	JZCJ	ゾンビズクール2
00040000000F9A00	AUFZ	Sayonara Umihara Kawase
